Video title,Comment,Processed_Comment,English_Translation,Tokenized_POS
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Kis kis ko bina search  kiye movie mili h 😊😊,ki ki ko bina search kiye movie mili h,That Ki got a movie without searching:,"[('That', 'SCONJ'), ('Ki', 'PROPN'), ('got', 'VERB'), ('a', 'DET'), ('movie', 'NOUN'), ('without', 'ADP'), ('searching', 'VERB'), (':', 'PUNCT')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Problem is india never do any bad work.and Pakistan always  attack u.,problem india never bad workand pakistan always attack u,Problem India Never Bad Work and Pakistan Always Attack You,"[('Problem', 'NOUN'), ('India', 'PROPN'), ('Never', 'ADV'), ('Bad', 'PROPN'), ('Work', 'PROPN'), ('and', 'CCONJ'), ('Pakistan', 'PROPN'), ('Always', 'PROPN'), ('Attack', 'PROPN'), ('You', 'PRON')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Copy kyu kartha vhai . App na kudha ka banaa . Bollywood hamesha dusre ka copy paste kartha hai,copy kyu kartha vhai app na kudha ka banaa bollywood hamesha dusre ka copy paste kartha hai,Why does the Bollywood app always paste the copy of the other.,"[('Why', 'SCONJ'), ('does', 'AUX'), ('the', 'DET'), ('Bollywood', 'PROPN'), ('app', 'NOUN'), ('always', 'ADV'), ('paste', 'VERB'), ('the', 'DET'), ('copy', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('other', 'ADJ'), ('.', 'PUNCT')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Gorakhpur se kon kon hai 😊😊😊,gorakhpur se kon kon hai,There is an angle from Gorakhpur,"[('There', 'PRON'), ('is', 'VERB'), ('an', 'DET'), ('angle', 'NOUN'), ('from', 'ADP'), ('Gorakhpur', 'PROPN')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Himachal Pradesh se koun koun dekh Raha hai.😊,himachal pradesh se koun koun dekh raha hai,Who is watching from Himachal Pradesh,"[('Who', 'PRON'), ('is', 'AUX'), ('watching', 'VERB'), ('from', 'ADP'), ('Himachal', 'PROPN'), ('Pradesh', 'PROPN')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",What a great movie... Everyone should watch this...❤❤❤,great movie everyone watch,Great Movie Everyone Watch,"[('Great', 'PROPN'), ('Movie', 'PROPN'), ('Everyone', 'PRON'), ('Watch', 'PROPN')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Pakistan nam bina koi vi movie hit nohi hota hee.but  why,pakistan nam bina koi vi movie hit nohi hota heebut,The name of Pakistan is not a movie without a hit.,"[('The', 'DET'), ('name', 'NOUN'), ('of', 'ADP'), ('Pakistan', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('a', 'DET'), ('movie', 'NOUN'), ('without', 'ADP'), ('a', 'DET'), ('hit', 'NOUN'), ('.', 'PUNCT')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Sidhe youtube pe 😂😂😂😂,sidhe youtube pe,Straight on YouTube,"[('Straight', 'ADV'), ('on', 'ADP'), ('YouTube', 'PROPN')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Topic dusura lena chahiye tha.,topic dusura lena chahiye tha,Topic should have taken another,"[('Topic', 'NOUN'), ('should', 'AUX'), ('have', 'AUX'), ('taken', 'VERB'), ('another', 'PRON')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Ghanta pasand nahi aya... Hamare India ke PM ko koi touch nahi kar sakta... Sale hero dekhane aaya hai sala...,ghanta pasand nahi aya hamare india ke pm ko koi touch nahi kar sakta sale hero dekhane aaya hai sala,Hour did not like our India's pt. No one can touch the cell hero.,"[('Hour', 'NOUN'), ('did', 'AUX'), ('not', 'PART'), ('like', 'VERB'), ('our', 'PRON'), ('India', 'PROPN'), (""'s"", 'PART'), ('pt', 'PROPN'), ('.', 'PUNCT'), ('No', 'DET'), ('one', 'NOUN'), ('can', 'AUX'), ('touch', 'VERB'), ('the', 'DET'), ('cell', 'NOUN'), ('hero', 'NOUN'), ('.', 'PUNCT')]"
"Attack | John Abraham, Jacqueline Fernandez, Rakul Preet Singh | Bollywood Action Movie",Hope they will make the part 2 of it soon,hope make part soon,Hope Make Part Soon,"[('Hope', 'PROPN'), ('Make', 'VERB'), ('Part', 'PROPN'), ('Soon', 'ADV')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Animal movie full lavo ne mobile ma,animal movie full lavo ne mobile,Animal Movie Full Lavo Ne Mobile,"[('Animal', 'PROPN'), ('Movie', 'PROPN'), ('Full', 'PROPN'), ('Lavo', 'PROPN'), ('Ne', 'PROPN'), ('Mobile', 'PROPN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Ranbir Kapoor Best romantic hero,ranbir kapoor best romantic hero,Ranbir Kapoor Best Romantic Hero,"[('Ranbir', 'PROPN'), ('Kapoor', 'PROPN'), ('Best', 'PROPN'), ('Romantic', 'ADJ'), ('Hero', 'PROPN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Real hai but quality nhi hai,real hai quality nhi hai,Real is not quality,"[('Real', 'ADV'), ('is', 'AUX'), ('not', 'PART'), ('quality', 'NOUN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Sab ladies k comment he,sab lady k comment,sab lady k comment,"[('sab', 'PROPN'), ('lady', 'PROPN'), ('k', 'PROPN'), ('comment', 'NOUN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Nice movie,nice movie,nice movie,"[('nice', 'ADJ'), ('movie', 'NOUN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Esi family mil jaye bhagwan ji ❤,esi family mil jaye bhagwan ji,May you get such a family,"[('May', 'AUX'), ('you', 'PRON'), ('get', 'VERB'), ('such', 'DET'), ('a', 'DET'), ('family', 'NOUN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",BHONU ❤❤AZAMGARH,bhonu azamgarh,Bhonu Azamgarh,"[('Bhonu', 'PROPN'), ('Azamgarh', 'PROPN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Everyone is saying they want family like this but when u get family like this then u ll say them they are taunting .,everyone saying want family like u get family like u say taunting,Everyone Saying Want Family Like U Get Family Like U Say Taunting,"[('Everyone', 'PRON'), ('Saying', 'VERB'), ('Want', 'VERB'), ('Family', 'PROPN'), ('Like', 'ADP'), ('U', 'NOUN'), ('Get', 'VERB'), ('Family', 'PROPN'), ('Like', 'SCONJ'), ('U', 'NOUN'), ('Say', 'VERB'), ('Taunting', 'VERB')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor","Jo-jo yha Doctor nhi hai...Khane khane jaao...Best Line...Best of Bassi...At <a href=""https://www.youtube.com/watch?v=nSuJ5SPpQ2Y&amp;t=7238"">02:00:38</a> hrs....😂😂",jojo yha doctor nhi haikhane khane jaaobest linebest bassiat href hr,"Jojo is not a doctor, eating gayebest linabest","[('Jojo', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('a', 'DET'), ('doctor', 'NOUN'), (',', 'PUNCT'), ('eating', 'VERB'), ('gayebest', 'ADJ'), ('linabest', 'ADJ')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Worst movie,worst movie,Worst Movie,"[('Worst', 'ADJ'), ('Movie', 'PROPN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",hame to nahi mila yesa family lekin ab age ham yesi bana sakte hai hamare janrestion ko muskil hai lekin kosis kar sakte hai❤❤❤,hame nahi mila yesa family lekin ab age ham yesi bana sakte hai hamare janrestion ko muskil hai lekin kosis kar sakte hai,"We did not get such a family, but now we can make such such a smile to our genetic but can try","[('We', 'PRON'), ('did', 'AUX'), ('not', 'PART'), ('get', 'VERB'), ('such', 'DET'), ('a', 'DET'), ('family', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('now', 'ADV'), ('we', 'PRON'), ('can', 'AUX'), ('make', 'VERB'), ('such', 'ADJ'), ('such', 'DET'), ('a', 'DET'), ('smile', 'NOUN'), ('to', 'ADP'), ('our', 'PRON'), ('genetic', 'ADJ'), ('but', 'CCONJ'), ('can', 'AUX'), ('try', 'VERB')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Ranveer shraddha ki awaz nhi pehchan pa rha kya phone me kya bakloli hai yrr😂,ranveer shraddha ki awaz nhi pehchan pa rha kya phone kya bakloli hai yrr,"Ranveer is unable to recognize Shraddha's voice, what is the phone, what is the phone","[('Ranveer', 'NOUN'), ('is', 'AUX'), ('unable', 'ADJ'), ('to', 'PART'), ('recognize', 'VERB'), ('Shraddha', 'PROPN'), (""'s"", 'PART'), ('voice', 'NOUN'), (',', 'PUNCT'), ('what', 'PRON'), ('is', 'AUX'), ('the', 'DET'), ('phone', 'NOUN'), (',', 'PUNCT'), ('what', 'PRON'), ('is', 'AUX'), ('the', 'DET'), ('phone', 'NOUN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Ye sab movie me hoti he reall life me to kabi nahi😂,ye sab movie hoti reall life kabi nahi,All this movie is never a reel life,"[('All', 'DET'), ('this', 'DET'), ('movie', 'NOUN'), ('is', 'AUX'), ('never', 'ADV'), ('a', 'DET'), ('reel', 'ADJ'), ('life', 'NOUN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor","<a href=""https://www.youtube.com/watch?v=nSuJ5SPpQ2Y&amp;t=6422"">1:47:02</a>  best seen this movie ❤",href best seen movie,href best seen movie,"[('href', 'PROPN'), ('best', 'ADV'), ('seen', 'VERB'), ('movie', 'NOUN')]"
"Tu Jhoothi Main Makkaar Full Movie Hindi | Ranbir Kapoor, Shraddha Kapoor",Jo jo yaha dr ni hai khana khane jao 🤣🤣🤣🤣🤣🤣,jo jo yaha dr ni hai khana khane jao,Those who are Dr. Ni who are here to eat food,"[('Those', 'PRON'), ('who', 'PRON'), ('are', 'AUX'), ('Dr.', 'PROPN'), ('Ni', 'PROPN'), ('who', 'PRON'), ('are', 'AUX'), ('here', 'ADV'), ('to', 'PART'), ('eat', 'VERB'), ('food', 'NOUN')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Ha,ha,Is,"[('Is', 'AUX')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Don&#39;t waste your data and time. Movie is not full...,dont waste data time movie full,Dont waste data time movie full,"[('Do', 'AUX'), ('nt', 'PART'), ('waste', 'VERB'), ('data', 'NOUN'), ('time', 'NOUN'), ('movie', 'NOUN'), ('full', 'ADJ')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,😅kon kon a movie abhi dekh rha h ✌️🤔,kon kon movie abhi dekh rha h,Angle angle movie is watching right now,"[('Angle', 'PROPN'), ('angle', 'NOUN'), ('movie', 'NOUN'), ('is', 'AUX'), ('watching', 'VERB'), ('right', 'ADV'), ('now', 'ADV')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Full movie nhii hai ye next part kaha hai,full movie nhii hai ye next part kaha hai,This is not a full movie.,"[('This', 'PRON'), ('is', 'AUX'), ('not', 'PART'), ('a', 'DET'), ('full', 'ADJ'), ('movie', 'NOUN'), ('.', 'PUNCT')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Asa lgta h ki kartik ki body me akshy ka bhoot h . Bilkul same avaj or act,asa lgta h ki kartik ki body akshy ka bhoot h bilkul avaj act,It seems that Karthik's body Akshay's ghost: absolutely voice act,"[('It', 'PRON'), ('seems', 'VERB'), ('that', 'SCONJ'), ('Karthik', 'PROPN'), (""'s"", 'PART'), ('body', 'NOUN'), ('Akshay', 'PROPN'), (""'s"", 'PART'), ('ghost', 'NOUN'), (':', 'PUNCT'), ('absolutely', 'ADV'), ('voice', 'PROPN'), ('act', 'NOUN')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Ye btao kis kis ko kartik . Ko dekh lgta h ki akshy Kumar ki memikry kr rha ..,ye btao ki ki ko kartik ko dekh lgta h ki akshy kumar ki memikry kr rha,Tell me that Karthik seems to see that Akshay Kumar is mimicry,"[('Tell', 'VERB'), ('me', 'PRON'), ('that', 'SCONJ'), ('Karthik', 'PROPN'), ('seems', 'VERB'), ('to', 'PART'), ('see', 'VERB'), ('that', 'SCONJ'), ('Akshay', 'PROPN'), ('Kumar', 'PROPN'), ('is', 'AUX'), ('mimicry', 'ADJ')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Majak chal raha ye kon sa movie h,majak chal raha ye kon sa movie h,Which movie is going on,"[('Which', 'DET'), ('movie', 'NOUN'), ('is', 'AUX'), ('going', 'VERB'), ('on', 'ADP')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Ye phone wala scene Hayat aur Murat k drama ki copy h,ye phone wala scene hayat aur murat k drama ki copy h,Copy of this phone scan Hyatt and idol drama,"[('Copy', 'VERB'), ('of', 'ADP'), ('this', 'DET'), ('phone', 'NOUN'), ('scan', 'NOUN'), ('Hyatt', 'PROPN'), ('and', 'CCONJ'), ('idol', 'NOUN'), ('drama', 'NOUN')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Wowww,wowww,wowww,"[('wowww', 'PROPN')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,"<a href=""https://www.youtube.com/watch?v=leKCVxxQ0ZY&amp;t=1965"">https://youtu.be/leKCVxxQ0ZY?t=32m45s</a>",href,href,"[('href', 'VERB')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Akshy Kumar love you too kamedi❤😅,akshy kumar love kamedi,Akshay Kumar Love Comedy,"[('Akshay', 'PROPN'), ('Kumar', 'PROPN'), ('Love', 'PROPN'), ('Comedy', 'PROPN')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Meri tarah comment padne kon kon aaya hai 😅😅😅,meri tarah comment padne kon kon aaya hai,The angle of comment has come like me,"[('The', 'DET'), ('angle', 'NOUN'), ('of', 'ADP'), ('comment', 'NOUN'), ('has', 'AUX'), ('come', 'VERB'), ('like', 'ADP'), ('me', 'PRON')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Kon Kon 3 march 2024 ko dekh rahe ho,kon kon march ko dekh rahe ho,Look at the angle angle march,"[('Look', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('angle', 'NOUN'), ('angle', 'PROPN'), ('march', 'PROPN')]"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Over acting,acting,acting,"[('acting', 'VERB')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",999999 i 💕 love ❤️ you ❤ pepola ❤ very nice,love pepola nice,love people nice,"[('love', 'VERB'), ('people', 'NOUN'), ('nice', 'ADJ')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Wrong movie,wrong movie,Wrong Movie,"[('Wrong', 'PROPN'), ('Movie', 'PROPN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Ham ko,ham ko,We,"[('We', 'PRON')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Sangli our Satara wali like Karo ❤,sangli satara wali like karo,Like Sangli Satra,"[('Like', 'ADP'), ('Sangli', 'PROPN'), ('Satra', 'PROPN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Kon Sangli Maharashtra se hai ❤,kon sangli maharashtra se hai,Ko is from Sangli Maharashtra,"[('Ko', 'PROPN'), ('is', 'AUX'), ('from', 'ADP'), ('Sangli', 'PROPN'), ('Maharashtra', 'PROPN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Ramcharan Ke Sath Na Jaane yah is heroine Ne Tamanna Ne kitne movie Kiye Hain Tamanna Bhatiya aur Ramcharan Jaise hi NTR Mahesh Babu Prabhas superstar Ash KGF ka hero Aisi Na Jaane Ke Kitne ek hi Umra ke hero hai Jinke Sath usne Tamanna Bhatiya Ne acting Ki Hai Lekin Yahan to Apne Papa Ki Umra ke Hero ke sath acting kar raha hai chirenjivi Tamanna Bhati ke liye clap clap,ramcharan ke sath na jaane yah heroine ne tamanna ne kitne movie kiye hain tamanna bhatiya aur ramcharan jaise hi ntr mahesh babu prabhas superstar ash kgf ka hero aisi na jaane ke kitne ek hi umra ke hero hai jinke sath usne tamanna bhatiya ne acting ki hai lekin yahan apne papa ki umra ke hero ke sath acting kar raha hai chirenjivi tamanna bhati ke liye clap clap,Ramcharan ke sath na jaane yah heroine ne tamanna ne kitne movie kiye hain tamanna bhatiya aur ramcharan jaise hi ntr mahesh babu prabhas superstar ash kgf kae kitne ek kitne ek kitne ek hi e hero hai jinke sath usne tamanna bhatiya ne acting ki hai lekinyahan apne papa ki umra ke hero ke sath acting kar raha hai chirenjivi tamanna bhati ke liye clap clap,"[('Ramcharan', 'PROPN'), ('ke', 'PROPN'), ('sath', 'PROPN'), ('na', 'ADP'), ('jaane', 'PROPN'), ('yah', 'PROPN'), ('heroine', 'PROPN'), ('ne', 'PROPN'), ('tamanna', 'PROPN'), ('ne', 'PROPN'), ('kitne', 'PROPN'), ('movie', 'PROPN'), ('kiye', 'PROPN'), ('hain', 'NOUN'), ('tamanna', 'PROPN'), ('bhatiya', 'NOUN'), ('aur', 'NOUN'), ('ramcharan', 'PROPN'), ('jaise', 'PROPN'), ('hi', 'INTJ'), ('ntr', 'VERB'), ('mahesh', 'PROPN'), ('babu', 'PROPN'), ('prabhas', 'PROPN'), ('superstar', 'PROPN'), ('ash', 'PROPN'), ('kgf', 'PROPN'), ('kae', 'PROPN'), ('kitne', 'PROPN'), ('ek', 'PROPN'), ('kitne', 'PROPN'), ('ek', 'PROPN'), ('kitne', 'PROPN'), ('ek', 'PROPN'), ('hi', 'INTJ'), ('e', 'PROPN'), ('hero', 'PROPN'), ('hai', 'PROPN'), ('jinke', 'PROPN'), ('sath', 'PROPN'), ('usne', 'PROPN'), ('tamanna', 'PROPN'), ('bhatiya', 'NOUN'), ('ne', 'PROPN'), ('acting', 'PROPN'), ('ki', 'PROPN'), ('hai', 'PROPN'), ('lekinyahan', 'PROPN'), ('apne', 'PROPN'), ('papa', 'PROPN'), ('ki', 'PROPN'), ('umra', 'PROPN'), ('ke', 'PROPN'), ('hero', 'PROPN'), ('ke', 'PROPN'), ('sath', 'PROPN'), ('acting', 'PROPN'), ('kar', 'PROPN'), ('raha', 'PROPN'), ('hai', 'PROPN'), ('chirenjivi', 'PROPN'), ('tamanna', 'PROPN'), ('bhati', 'PROPN'), ('ke', 'PROPN'), ('liye', 'PROPN'), ('clap', 'PROPN'), ('clap', 'NOUN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024","Hayla , bina sharch kia mil gay re baba",hayla bina sharch kia mil gay baba,Hayla bina search kiye mil gaya baba,"[('Hayla', 'NOUN'), ('bina', 'NOUN'), ('search', 'NOUN'), ('kiye', 'PROPN'), ('mil', 'PROPN'), ('gaya', 'PROPN'), ('baba', 'PROPN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Part 2 chahiye mere ko aor kisko kisko chahiye part 2 comment karo super movie,part chahiye mere ko aor kisko kisko chahiye part comment karo super movie,"Want parts me and who needs part, comment the super movie","[('Want', 'VERB'), ('parts', 'NOUN'), ('me', 'PRON'), ('and', 'CCONJ'), ('who', 'PRON'), ('needs', 'VERB'), ('part', 'NOUN'), (',', 'PUNCT'), ('comment', 'VERB'), ('the', 'DET'), ('super', 'ADJ'), ('movie', 'NOUN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Mujhe bhi bina search kar k mili gayi,mujhe bhi bina search kar k mili gayi,I also got without searching,"[('I', 'PRON'), ('also', 'ADV'), ('got', 'VERB'), ('without', 'ADP'), ('searching', 'VERB')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Kushinagar se kon kon Dekh raha hai,kushinagar se kon kon dekh raha hai,Seeing angle from Kushinagar,"[('Seeing', 'VERB'), ('angle', 'NOUN'), ('from', 'ADP'), ('Kushinagar', 'PROPN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",it is not kalki,kalki,kalki,"[('kalki', 'VERB')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Bahraich se,bahraich se,From Bahraich,"[('From', 'ADP'), ('Bahraich', 'PROPN')]"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Mahoba up95 se kon kon dekh rha hai like kro,mahoba se kon kon dekh rha hai like kro,Look at the angle of Mahoba,"[('Look', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('angle', 'NOUN'), ('of', 'ADP'), ('Mahoba', 'PROPN')]"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 march mein kon kon dekh rha h,march mein kon kon dekh rha h,Seeing the angle in March,"[('Seeing', 'VERB'), ('the', 'DET'), ('angle', 'NOUN'), ('in', 'ADP'), ('March', 'PROPN')]"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5th march. Today it&#39;s my birthday and i watching this. Jo jo mere comment par rahi hai wo mujhe blessing dete rehna🎉🎉❤❤thank you❤❤🌹🌹,th march today birthday watching jo jo mere comment par rahi hai wo mujhe blessing dete rehnathank,"Rehnhankank, who has been on my comment, who has been on my comment, who has been on my comment","[('Rehnhankank', 'PROPN'), (',', 'PUNCT'), ('who', 'PRON'), ('has', 'AUX'), ('been', 'AUX'), ('on', 'ADP'), ('my', 'PRON'), ('comment', 'NOUN'), (',', 'PUNCT'), ('who', 'PRON'), ('has', 'AUX'), ('been', 'AUX'), ('on', 'ADP'), ('my', 'PRON'), ('comment', 'NOUN'), (',', 'PUNCT'), ('who', 'PRON'), ('has', 'AUX'), ('been', 'AUX'), ('on', 'ADP'), ('my', 'PRON'), ('comment', 'NOUN')]"
