Video title,Comment,Processed_Comment,English_Translation
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Yr is movie me shadi hindu traditions se kria <br>Kabool ha kria nhi😂,yr movie shadi hindu tradition se kria brkabool ha kria nhi,Do not do the movie marriage from Hindu Tradition
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Kon-kon Ramzan ka vate Kar Raha hai 🕋🕋,konkon ramzan ka vate kar raha hai,Who is waiting for Ramadan
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,jo single abhi tk ho like kre❤,jo single abhi tk ho like kre,Like the single so far
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Rajasthan me kon dek rha h 5march like kre,rajasthan kon dek rha h march like kre,"Looking at Rajasthan, like march"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,I have seen love in this movie.,seen love movie,Seen love movie
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Maine to 2030 me dekha h ye movie 😂😂,maine dekha h ye movie,I have seen this movie
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 March 2024 me kon dekh raha hai ye movie 👀😁,march kon dekh raha hai ye movie,This movie is watching March
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Punjab to kon dekh rha movies,punjab kon dekh rha movie,Movie watching Punjab
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 march 2024 me kon kon dekh raha hai like kare ❤️,march kon kon dekh raha hai like kare,Who is watching March
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 march 2024 ko koun dekh raha hai ye movie 😊,march ko koun dekh raha hai ye movie,Who is watching this movie on March
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie","Kis kis ko apni pyaar ki yaad aa rhi h, <br>Ye movie🍿 dekh ke.... ❤",ki ki ko apni pyaar ki yaad aa rhi h brye movie dekh ke,Ki Ki is missing his love by watching the movie
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Is movie ke writer ne movie nahi likhi Salman Bhai ka future likha hai 😂😂😂,movie ke writer ne movie nahi likhi salman bhai ka future likha hai,"The writer of the movie has not written a movie, the future of Salman Bhai has written"
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Mujhe movie to achha laga leki aasu aane lage😢😢,mujhe movie achha laga leki aasu aane lage,I liked the movie but tears started coming
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Sach a nice love 💕 stot❤❤❤❤,sach nice love stot,Such Nice Love Story
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Dil wale dulhaniya le jayenge Full movie uplod kijiye please,dil wale dulhaniya le jayenge full movie uplod kijiye please,"Please upload Dil Wale Dulhania, full movie"
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",🎉😂❤😢❤❤❤❤❤❤ Salman Khan,salman khan,salman khan
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Ajay is just fabulous😊,ajay fabulous,ajay fabulous
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024/3/5 me dekrahihu 😅,dekrahihu,dekrahhu
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Pahle sab bahut acchi acchi movie banate the ab pata ni kya ho gaya Bollywood walo . Ko ... Kewal har movie me nanga nach bhar denge family me dekho to mar khao aur akele dekho family dekh le to mar khao 😂😂😂😂is lkye maine Bollywood chod di dekhna 😂...,pahle sab bahut acchi acchi movie banate ab pata ni kya ho gaya bollywood walo ko kewal har movie nanga nach bhar denge family dekho mar khao aur akele dekho family dekh le mar khao lkye maine bollywood chod di dekhna,Pahle sab bahut acchi acchi movie banate ab pata ni kya ho gaya bollywood walo ko kel har movie nach bhar denge family dekho mar khao akele dekho akele dekho family dekho family d di dekhna
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Super pic ❤,super pic,super pic
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024 march 5 me dekhea rahahnu a movie,march dekhea rahahnu movie,March dekhi rahhanu movie
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024 m yeh movie kon dekh raha h🥰,yeh movie kon dekh raha h,Watching this movie
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",This is the best trailer I have seen in a while. Really want to see the series. Glad to see Kirti Sanon &amp; Kajol do incredible roles without movie screaming that it is female-led!,best trailer seen really want see series glad see kirti sanon amp kajol incredible role without movie screaming femaleled,Best Trailer Seen Really Want Series Glad See Kriti Sanon AMP Kajol Incredible Role Without Movie Screaming Females
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Nice❤,nice,nice
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",is this prequel to theen patti,prequel theen patti,Prequel Teen Patti
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Is this a sequel to Dilwale?,sequel dilwale,sequel dilwale
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Eagerly waiting for Shaheer Sheikh &#39;s debut ❤,eagerly waiting shaheer sheikh debut,eagerly waiting shaheer sheikh debut
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",What a meaningful name for the movie  Do patti😂,meaningful name movie patti,Meaningful name movie patti
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Love you Kriti 💖🌹❤,love kriti,love kriti
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Very good ❤❤❤ happy to see all women trailer ❤❤❤ both are strong actresses.,good happy see woman trailer strong actress,Good Happy See Woman Trailer Strong Actress
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Shaheer❤,shaheer,Shaheer
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Kriti is on a roll!!,kriti roll,kriti roll
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India","🔥🔥❤️❤️.Kajol, Kriti Sanon,🔥🔥❤️❤️❤️",kajol kriti sanon,kajol kriti sanon
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Finally Shaheer is getting opportunity he always deserved. Will watch this for Shaheer Sheikh,finally shaheer getting opportunity always deserved watch shaheer sheikh,Finally Shaheer Getting Opportunity Always deserved watch shaheer sheikh
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Thuk Patti.... 🤣,thuk patti,thuk patti
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India","Kriti on fire<a href=""UCkszU2WH9gy1mb0dV-11UJg/rocket-red-countdown-liftoff""></a>",kriti firea hrefuckszuwhgymbdvujgrocketredcountdownliftoffa,Kriti firea hrefuckszuwhgymbdvujgrocketredcountdownliftoffa
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Raabta is the best❤❤❤💞💞💞,raabta best,Rabta best
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Banaras is sandalwood movie,banaras sandalwood movie,banaras sandalwood movie
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Luka chuppi,luka chuppi,Luck silence
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Shiddat pure masterpiece movie 🥺👌,shiddat pure masterpiece movie,Shiddat entire masterpiece movie
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Satya prem ki katha❤?,satya prem ki katha,Story of truth love
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Rocky or rani ki prem kahani crying in the corner 😅😅,rocky rani ki prem kahani cry corner,Rocky Rani's love story Cry corner
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Veer zara,veer zara,veer zaara
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Laila majnu😢😢,laila majnu,Laila Majnu
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Jabariya jodi,jabariya jodi,Forced pair
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,9.k alank,k alank,Alank
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,R Rajkum ar movie,r rajkum ar movie,R Rajkumar Movie
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Sanam teri kasam ❤,sanam teri kasam,My love I swear this on you
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Gadar ek Prem katha😊,gadar ek prem katha,gadar ek prem katha
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,raabta is the best movie,raabta best movie,Rabta best movie
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Lanttt hoooooo asy logun par Jo dikhaty Kuch hain or nklta Kuch ha😬😡😡😡,lanttt hoooooo asy logun par jo dikhaty kuch hain nklta kuch ha,Launt Huuu is something that looks on the Asya Logan
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Shale 60shal me hme pta ny chala ki hm kiu ld rhe hai tumhe kiya ghanta pta chalega😅,shale shal hme pta ny chala ki hm kiu ld rhe hai tumhe kiya ghanta pta chalega,"Shala shal we came to know that we are fighting you, you will know the hour"
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,From Khulna Bangladesh 🇧🇩,khulna bangladesh,khulna bangladesh
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Salon movie Ka treilor kuch or dikhate ho  baki samjho mujhe dobara blnal na pade,salon movie ka treilor kuch dikhate ho baki samjho mujhe dobara blnal na pade,The trailer of the salon movie shows something and understand that I do not get blessed again
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,mf,mf,Maf
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,😮 In this moovi na toh akshy Kumar hai aur  nahi 🐯 shrof hai .😢,moovi na toh akshy kumar hai aur nahi shrof hai,The movie is neither Akshay Kumar and not Shroff
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Good,good,good
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Kisi di ye pitega galat movie dalta hai ....dislike,kisi di ye pitega galat movie dalta hai dislike,Someone puts this wrong movie.
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Green mango moor🖕,green mango moor,Green Mango Moor
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Aap ko sarm apna chahiye galat  movie Dalkar logon ko dhokha dete ho,aap ko sarm apna chahiye galat movie dalkar logon ko dhokha dete ho,You cheat people by putting a wrong movie
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Bade miyan hai toh main bhi tiger shroff hu,bade miyan hai toh main bhi tiger shroff hu,"I am a big mian, I am also a tiger shroff"
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,"<a href=""https://www.youtube.com/watch?v=4U9vHCQZDSE"">https://youtu.be/4U9vHCQZDSE?si=XOotcdkjQeH1_sCF</a>",href,href
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,Nice video 👍,nice video,nice video
Bade Miyan Chote Miyan 2024 | Tiger Shroff & Akshay Kumar | Lasted Bollywood Full Action Hindi Movie,khoti b bachy jo movie likhty ho wo q nai uplod krty...,khoti b bachy jo movie likhty ho wo q nai uplod krty,"Khoti B child who writes a movie, why is the upload act"
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Kabir Singh ❤❤❤,kabir singh,Kabir Singh
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Tadap❤,tadap,Yearning
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Hero movie kaha se dawnload kare,hero movie kaha se dawnload kare,Where to download Hero Movie
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Sala koi kuch pta hi nhi hai jo movie real love story hai unka naam nhi hai or jo bina bat ki hai who sab hai isme,sala koi kuch pta hi nhi hai jo movie real love story hai unka naam nhi hai jo bina bat ki hai sab hai isme,"Fuckin is not known anything that is a movie real love story, not his name, which is all talked about in it"
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,😢pal pal Dil ke pass,pal pal dil ke pas,Moments near to the heart
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,KebriSinghmove,kebrisinghmove,kebrisinghmove
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Kabir singh all time favourite,kabir singh time favourite,Kabir Singh Time Favorite
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,"&quot;Intelligent&quot; the best ever 🔥<br>suspense,,thrill,, action everything super duper ...!!",quotintelligentquot best ever brsuspensethrill action everything super duper,Quotes intelligent not best evr brsuspenrill action everything super duper
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,I hate all movies but I love genius movie is the best 👌 👍 😊😊❤❤❤❤,hate movie love genius movie best,Hate Movie Love Genius Movie Best
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Genius is so brilliant movie all time best 👌 👍 😍 🥰 ☺️ ❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊,genius brilliant movie time best,genius brilliant movie time best
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Kitni buri choice hai,kitni buri choice hai,What a bad choice
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Bollywood ki no.1 romantic movie AASHIQUI 2 ❤toh hai hi nhi isme😏,bollywood ki romantic movie aashiqui toh hai hi nhi isme,Bollywood's romantic movie Aashikui Toh is not there in it
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Background sound name please,background sound name please,Background sound name please
Top 10 Love Story Movie In  Part-2😍||#shorts #romanticmovie,Sab bekar h ........... Should watch Sita Raman 👍🏻,sab bekar h watch sita raman,All are useless watch Sita Raman
"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",&quot;Bade Mandir Ke Chhote Pujaari&quot; Ko Kis Cheez Se Door Rehna Hai??,quotbade mandir ke chhote pujaariquot ko ki cheez se door rehna hai,The small priest of the Kotbade temple has to stay away from the cheese
"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Akshay Kumar ho,akshay kumar ho,Akshay Kumar Ho
"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Bhool Bhulaiya flashbacks whole childhood 🥺❤️,bhool bhulaiya flashback whole childhood,Bhool Bhulaiya flashback whole childhood
"Bhool Bhulaiyaa (Full Movie) Akshay Kumar, Vidya Balan, Shiney A, Paresh R, Priyadarshan | Bhushan K",Movie me wo maza nahi aane wala Jo pehle tha . Overall bus sequal bana rahe he lakin starcast bhi bakwaas he .,movie wo maza nahi aane wala jo pehle tha overall bus sequal bana rahe lakin starcast bhi bakwaas,"The movie is not going to have fun, which was earlier, the overall bus is making the starcast also rubbish"
