Video title,Comment,Processed_Comment,English_Translation,Polarity,Sentiment,Aspects_Sentiments
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Akshy Kumar love you too kamedi❤😅,akshy kumar love kamedi,Akshay Kumar Love Comedy,0.7717,Positive,{}
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Meri tarah comment padne kon kon aaya hai 😅😅😅,meri tarah comment padne kon kon aaya hai,The angle of comment has come like me,0.3612,Positive,"{'angle': 'Neutral', 'comment': 'Neutral'}"
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Kon Kon 3 march 2024 ko dekh rahe ho,kon kon march ko dekh rahe ho,Look at the angle angle march,0.0,Neutral,{'angle': 'Neutral'}
Latest Bollywood Movie | Bhool Bhulaiyaa 2 | Kartik Aaryan | Kiara Advani,Over acting,acting,acting,0.0,Neutral,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",999999 i 💕 love ❤️ you ❤ pepola ❤ very nice,love pepola nice,love people nice,0.7906,Positive,{'people': 'Neutral'}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Wrong movie,wrong movie,Wrong Movie,-0.4767,Negative,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Ham ko,ham ko,We,0.0,Neutral,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Sangli our Satara wali like Karo ❤,sangli satara wali like karo,Like Sangli Satra,0.3612,Positive,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Kon Sangli Maharashtra se hai ❤,kon sangli maharashtra se hai,Ko is from Sangli Maharashtra,0.0,Neutral,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Ramcharan Ke Sath Na Jaane yah is heroine Ne Tamanna Ne kitne movie Kiye Hain Tamanna Bhatiya aur Ramcharan Jaise hi NTR Mahesh Babu Prabhas superstar Ash KGF ka hero Aisi Na Jaane Ke Kitne ek hi Umra ke hero hai Jinke Sath usne Tamanna Bhatiya Ne acting Ki Hai Lekin Yahan to Apne Papa Ki Umra ke Hero ke sath acting kar raha hai chirenjivi Tamanna Bhati ke liye clap clap,ramcharan ke sath na jaane yah heroine ne tamanna ne kitne movie kiye hain tamanna bhatiya aur ramcharan jaise hi ntr mahesh babu prabhas superstar ash kgf ka hero aisi na jaane ke kitne ek hi umra ke hero hai jinke sath usne tamanna bhatiya ne acting ki hai lekin yahan apne papa ki umra ke hero ke sath acting kar raha hai chirenjivi tamanna bhati ke liye clap clap,Ramcharan ke sath na jaane yah heroine ne tamanna ne kitne movie kiye hain tamanna bhatiya aur ramcharan jaise hi ntr mahesh babu prabhas superstar ash kgf kae kitne ek kitne ek kitne ek hi e hero hai jinke sath usne tamanna bhatiya ne acting ki hai lekinyahan apne papa ki umra ke hero ke sath acting kar raha hai chirenjivi tamanna bhati ke liye clap clap,0.8979,Positive,"{'hain': 'Neutral', 'bhatiya': 'Neutral', 'aur': 'Neutral', 'clap': 'Neutral'}"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024","Hayla , bina sharch kia mil gay re baba",hayla bina sharch kia mil gay baba,Hayla bina search kiye mil gaya baba,0.0,Neutral,"{'Hayla': 'Neutral', 'bina': 'Neutral', 'search': 'Neutral'}"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Part 2 chahiye mere ko aor kisko kisko chahiye part 2 comment karo super movie,part chahiye mere ko aor kisko kisko chahiye part comment karo super movie,"Want parts me and who needs part, comment the super movie",0.6369,Positive,"{'parts': 'Neutral', 'part': 'Neutral', 'movie': 'Positive'}"
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Mujhe bhi bina search kar k mili gayi,mujhe bhi bina search kar k mili gayi,I also got without searching,0.0,Neutral,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Kushinagar se kon kon Dekh raha hai,kushinagar se kon kon dekh raha hai,Seeing angle from Kushinagar,0.0,Neutral,{'angle': 'Neutral'}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",it is not kalki,kalki,kalki,0.0,Neutral,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Bahraich se,bahraich se,From Bahraich,0.0,Neutral,{}
"Kalki | New Released Full Movie Hindi Dubbed | Prabhas, Amitabh B, Disha P | Prabhas New Movie 2024",Mahoba up95 se kon kon dekh rha hai like kro,mahoba se kon kon dekh rha hai like kro,Look at the angle of Mahoba,0.0,Neutral,{'angle': 'Neutral'}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 march mein kon kon dekh rha h,march mein kon kon dekh rha h,Seeing the angle in March,0.0,Neutral,{'angle': 'Neutral'}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5th march. Today it&#39;s my birthday and i watching this. Jo jo mere comment par rahi hai wo mujhe blessing dete rehna🎉🎉❤❤thank you❤❤🌹🌹,th march today birthday watching jo jo mere comment par rahi hai wo mujhe blessing dete rehnathank,"Rehnhankank, who has been on my comment, who has been on my comment, who has been on my comment",0.0,Neutral,{'comment': 'Neutral'}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Banaras se 5 March ko kon dekh Raha hai,banaras se march ko kon dekh raha hai,Who is watching March from Banaras,0.0,Neutral,{}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Bahut bakwas movie tha😢,bahut bakwas movie tha,It was a very nonsense movie,-0.4576,Negative,"{'nonsense': 'Positive', 'movie': 'Neutral'}"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 March 2024 ko kon kon dekh raha h ye movie,march ko kon kon dekh raha h ye movie,This movie is watching the angle angle on March,0.0,Neutral,"{'movie': 'Neutral', 'angle': 'Neutral'}"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Yr is movie me shadi hindu traditions se kria <br>Kabool ha kria nhi😂,yr movie shadi hindu tradition se kria brkabool ha kria nhi,Do not do the movie marriage from Hindu Tradition,0.0,Neutral,"{'movie': 'Neutral', 'marriage': 'Neutral'}"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Kon-kon Ramzan ka vate Kar Raha hai 🕋🕋,konkon ramzan ka vate kar raha hai,Who is waiting for Ramadan,0.0,Neutral,{}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,jo single abhi tk ho like kre❤,jo single abhi tk ho like kre,Like the single so far,0.3612,Positive,{}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Rajasthan me kon dek rha h 5march like kre,rajasthan kon dek rha h march like kre,"Looking at Rajasthan, like march",0.3612,Positive,{'march': 'Neutral'}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,I have seen love in this movie.,seen love movie,Seen love movie,0.6369,Positive,"{'love': 'Positive', 'movie': 'Positive'}"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Maine to 2030 me dekha h ye movie 😂😂,maine dekha h ye movie,I have seen this movie,0.0,Neutral,{'movie': 'Neutral'}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 March 2024 me kon dekh raha hai ye movie 👀😁,march kon dekh raha hai ye movie,This movie is watching March,0.0,Neutral,{'movie': 'Neutral'}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,Punjab to kon dekh rha movies,punjab kon dekh rha movie,Movie watching Punjab,0.0,Neutral,"{'Movie': 'Neutral', 'Punjab': 'Neutral'}"
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 march 2024 me kon kon dekh raha hai like kare ❤️,march kon kon dekh raha hai like kare,Who is watching March,0.0,Neutral,{}
Kalank  Hindi Movie || Sanjay Dutt | Madhuri Dixit | Varun Dhawan | Alia Bhatt | Sonakshi Sinha,5 march 2024 ko koun dekh raha hai ye movie 😊,march ko koun dekh raha hai ye movie,Who is watching this movie on March,0.0,Neutral,{'movie': 'Neutral'}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie","Kis kis ko apni pyaar ki yaad aa rhi h, <br>Ye movie🍿 dekh ke.... ❤",ki ki ko apni pyaar ki yaad aa rhi h brye movie dekh ke,Ki Ki is missing his love by watching the movie,0.4588,Positive,"{'love': 'Positive', 'movie': 'Neutral'}"
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Is movie ke writer ne movie nahi likhi Salman Bhai ka future likha hai 😂😂😂,movie ke writer ne movie nahi likhi salman bhai ka future likha hai,"The writer of the movie has not written a movie, the future of Salman Bhai has written",0.0,Neutral,"{'writer': 'Neutral', 'movie': 'Neutral', 'future': 'Neutral'}"
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Mujhe movie to achha laga leki aasu aane lage😢😢,mujhe movie achha laga leki aasu aane lage,I liked the movie but tears started coming,-0.1154,Negative,"{'movie': 'Neutral', 'tears': 'Neutral'}"
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Sach a nice love 💕 stot❤❤❤❤,sach nice love stot,Such Nice Love Story,0.7906,Positive,{}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Dil wale dulhaniya le jayenge Full movie uplod kijiye please,dil wale dulhaniya le jayenge full movie uplod kijiye please,"Please upload Dil Wale Dulhania, full movie",0.3182,Positive,{'movie': 'Positive'}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",🎉😂❤😢❤❤❤❤❤❤ Salman Khan,salman khan,salman khan,0.0,Neutral,{}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Ajay is just fabulous😊,ajay fabulous,ajay fabulous,0.5267,Positive,{}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024/3/5 me dekrahihu 😅,dekrahihu,dekrahhu,0.0,Neutral,{}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Pahle sab bahut acchi acchi movie banate the ab pata ni kya ho gaya Bollywood walo . Ko ... Kewal har movie me nanga nach bhar denge family me dekho to mar khao aur akele dekho family dekh le to mar khao 😂😂😂😂is lkye maine Bollywood chod di dekhna 😂...,pahle sab bahut acchi acchi movie banate ab pata ni kya ho gaya bollywood walo ko kewal har movie nanga nach bhar denge family dekho mar khao aur akele dekho family dekh le mar khao lkye maine bollywood chod di dekhna,Pahle sab bahut acchi acchi movie banate ab pata ni kya ho gaya bollywood walo ko kel har movie nach bhar denge family dekho mar khao akele dekho akele dekho family dekho family d di dekhna,0.0,Neutral,"{'movie': 'Neutral', 'nach': 'Neutral', 'dekhna': 'Neutral'}"
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",Super pic ❤,super pic,super pic,0.5994,Positive,{'pic': 'Positive'}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024 march 5 me dekhea rahahnu a movie,march dekhea rahahnu movie,March dekhi rahhanu movie,0.0,Neutral,{'movie': 'Neutral'}
"HUM DIL DE CHUKE SANAM Full Bollywood Movie | Salman Khan, Aishwarya Rai, Ajay Devgan | Hindi Movie",2024 m yeh movie kon dekh raha h🥰,yeh movie kon dekh raha h,Watching this movie,0.0,Neutral,{'movie': 'Neutral'}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",This is the best trailer I have seen in a while. Really want to see the series. Glad to see Kirti Sanon &amp; Kajol do incredible roles without movie screaming that it is female-led!,best trailer seen really want see series glad see kirti sanon amp kajol incredible role without movie screaming femaleled,Best Trailer Seen Really Want Series Glad See Kriti Sanon AMP Kajol Incredible Role Without Movie Screaming Females,0.8818,Positive,{}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Nice❤,nice,nice,0.4215,Positive,{}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",is this prequel to theen patti,prequel theen patti,Prequel Teen Patti,0.0,Neutral,{}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Is this a sequel to Dilwale?,sequel dilwale,sequel dilwale,0.0,Neutral,"{'sequel': 'Neutral', 'dilwale': 'Neutral'}"
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Eagerly waiting for Shaheer Sheikh &#39;s debut ❤,eagerly waiting shaheer sheikh debut,eagerly waiting shaheer sheikh debut,0.3818,Positive,"{'shaheer': 'Neutral', 'sheikh': 'Neutral'}"
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",What a meaningful name for the movie  Do patti😂,meaningful name movie patti,Meaningful name movie patti,0.3182,Positive,"{'name': 'Positive', 'movie': 'Neutral'}"
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Love you Kriti 💖🌹❤,love kriti,love kriti,0.6369,Positive,{}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Very good ❤❤❤ happy to see all women trailer ❤❤❤ both are strong actresses.,good happy see woman trailer strong actress,Good Happy See Woman Trailer Strong Actress,0.872,Positive,{}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Shaheer❤,shaheer,Shaheer,0.0,Neutral,{}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Kriti is on a roll!!,kriti roll,kriti roll,0.0,Neutral,{'roll': 'Neutral'}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India","🔥🔥❤️❤️.Kajol, Kriti Sanon,🔥🔥❤️❤️❤️",kajol kriti sanon,kajol kriti sanon,0.0,Neutral,{'sanon': 'Neutral'}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Finally Shaheer is getting opportunity he always deserved. Will watch this for Shaheer Sheikh,finally shaheer getting opportunity always deserved watch shaheer sheikh,Finally Shaheer Getting Opportunity Always deserved watch shaheer sheikh,0.4215,Positive,"{'shaheer': 'Neutral', 'sheikh': 'Neutral'}"
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India",Thuk Patti.... 🤣,thuk patti,thuk patti,0.0,Neutral,{}
"Do Patti | Announcement | Kriti Sanon, Kajol | Netflix India","Kriti on fire<a href=""UCkszU2WH9gy1mb0dV-11UJg/rocket-red-countdown-liftoff""></a>",kriti firea hrefuckszuwhgymbdvujgrocketredcountdownliftoffa,Kriti firea hrefuckszuwhgymbdvujgrocketredcountdownliftoffa,0.0,Neutral,{'firea': 'Neutral'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Raabta is the best❤❤❤💞💞💞,raabta best,Rabta best,0.6369,Positive,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Banaras is sandalwood movie,banaras sandalwood movie,banaras sandalwood movie,0.0,Neutral,"{'sandalwood': 'Neutral', 'movie': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Luka chuppi,luka chuppi,Luck silence,0.4588,Positive,"{'Luck': 'Neutral', 'silence': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Shiddat pure masterpiece movie 🥺👌,shiddat pure masterpiece movie,Shiddat entire masterpiece movie,0.6249,Positive,"{'masterpiece': 'Neutral', 'movie': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Satya prem ki katha❤?,satya prem ki katha,Story of truth love,0.7579,Positive,"{'Story': 'Neutral', 'truth': 'Neutral', 'love': 'Positive'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Rocky or rani ki prem kahani crying in the corner 😅😅,rocky rani ki prem kahani cry corner,Rocky Rani's love story Cry corner,0.2732,Positive,"{'love': 'Positive', 'story': 'Positive', 'corner': 'Neutral'}"
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Veer zara,veer zara,veer zaara,0.0,Neutral,{'zaara': 'Neutral'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Laila majnu😢😢,laila majnu,Laila Majnu,0.0,Neutral,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Jabariya jodi,jabariya jodi,Forced pair,-0.4588,Negative,{'pair': 'Negative'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,9.k alank,k alank,Alank,0.0,Neutral,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,R Rajkum ar movie,r rajkum ar movie,R Rajkumar Movie,0.0,Neutral,{'R': 'Neutral'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Sanam teri kasam ❤,sanam teri kasam,My love I swear this on you,0.6124,Positive,{'love': 'Positive'}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,Gadar ek Prem katha😊,gadar ek prem katha,gadar ek prem katha,0.0,Neutral,{}
Top 10 Love Story Movie In Bollywood😍 #shorts #lovestorymovie#ytshort #part2,raabta is the best movie,raabta best movie,Rabta best movie,0.6369,Positive,{'movie': 'Positive'}
